section,handle,citation,source,open_access,contribution,hard_numbers,design_relevance,evidence_grade,limitations
C2,"ISO/PAS 5672 — ISO/TC 299 WG8, 2023","ISO/PAS 5672:2023, *Robotics — Collaborative applications — Test methods for measuring forces and pressures in human-robot contacts*, 1st edition, International Organization for Standardization, Geneva, November 2023, 41 pp.",https://www.iso.org/standard/82488.html — **I fetched the free 12-page preview PDF** at https://cdn.standards.iteh.ai/samples/82488/e9f2f066763b4189b18e2b9d3e6dccec/ISO-PAS-5672-2023.pdf (iso.org itself 403s automated fetch),"partial — front matter, Scope, Terms, and Clause 4 (Overview/contact types) are free in the preview; Clauses 5–7 (measuring instrument design parameters, calibration, sensor characteristics, measurement procedure) are paywalled.","The only standard that actually specifies *how* to measure forces and pressures in human-robot contact, and what a PFMD must be. Defines the test as: replicate the contact situation by letting the robot collide with the PFMD, analyze, compare to biomechanical limits, pass/fail, document.","Contact classified on two axes — **load profile** (quasi-static vs dynamic) × **spatial configuration** (constrained vs unconstrained), producing contact types Push / Pinch / Impact / Crush. **Unconstrained requires ≥500 mm free distance to the nearest fixed obstacle** (referencing ISO 13854). Defines *biomechanical response curve* as contact force vs tissue deformation. Three transient-contact measurement architectures are recognized (fixed device; device on a linear sledge; device on a pendulum). Clause 5.2 ""Design parameters"", 5.3 ""Calibration"", 5.4.2/5.4.3 force and pressure sensor characteristics exist but their numeric content is behind the paywall — **I did not read those numbers and will not invent them.**","This is the skeleton of the whole campaign. Adopt its contact taxonomy verbatim: your torso will produce *push* (person leans, quasi-static, unconstrained), *impact* (arm swings into a standing person, dynamic, unconstrained), and *pinch/crush* (arm traps a forearm against the torso shell or a table — dynamic/quasi-static, constrained). Your test matrix should be exactly those four cells, not ""we hit it a few times.""","**I** (standards document, consensus, not peer-reviewed research). The free preview is verifiable; the numeric clauses are not.","Costs roughly CHF 150–200 for the full text. Explicitly **does not apply to non-professional or medical robots** (§1) — an assistive/rehab torso for elderly users is arguably outside scope, though the document says the methods ""can be applied in these areas, if deemed appropriate."" That sentence is your justification for transfer, and you should quote it in the design review rather than pretending the standard covers you. ---"
C2,"Zimmermann-biofidel — Zimmermann, Huelke & Clermont, 2022","Zimmermann, J., Huelke, M., & Clermont, M. (2022). Experimental comparison of biofidel measuring devices used for the validation of collaborative robotics applications. *International Journal of Environmental Research and Public Health*, 19(20), 13657.",https://doi.org/10.3390/ijerph192013657 — **I fetched the PMC full text** at https://pmc.ncbi.nlm.nih.gov/articles/PMC9602772/ (mdpi.com 403s automated fetch),"yes (MDPI CC-BY, mirrored in PMC).",Three commercial biofidelic PFMDs were run head-to-head on a linear motor and a pendulum. Authors are from IFA (the German statutory accident-insurance research institute) — i.e. the people who define the German cobot test practice. The point: nominally-equivalent certified devices disagree.,"Spring elements (CC2) tested at **40 N/mm and 75 N/mm**; damping/compression layer (CC1) materials **SH70A at 7 mm, SH30A at 14 mm, SH10A at 21 mm**. Force recording **≥1 kHz**, filtered with a **100 Hz Butterworth low-pass**. Pendulum impact energies **0.5 J and 1 J**. Within-device repeatability (SD): **Device 1 = 1.4 %, Device 2 = 0.4 %, Device 3 = 0.6 %**. Between-device **peak-force differences up to 10 %** at identical settings. Device 1 moving mass ≈ **1.5 kg**. Linear motor: positioning accuracy **0.04 mm**, max holding force **1 kN**. Manufacturers anonymized for compliance reasons.","Two things. (1) It gives you the *actual recipe* for a tissue surrogate: a stiff spring in series with a shore-hardness-specified elastomer pad, with body-region-specific spring rate. You can build this. (2) It sets your uncertainty floor — if certified instruments differ by 10 %, a home-built rig cannot claim better than ~±15–20 %, and your pass/fail criterion must have that margin baked in.","**B** (hardware-validated instrument metrology, no human subjects — by design).","Devices anonymized, so you cannot buy ""Device 2."" Energies tested (0.5–1 J) are low; a leaning torso stores much more. Says nothing about soft-covered impactors, which is exactly your case. ---"
C2,"Svarny-skins — Svarny, Rozlivek, Rustler, Hoffmann et al., 2022","Svarny, P., Rozlivek, J., Rustler, L., Hoffmann, M., Nicolis, D., Rocco, P., & Zanchettin, A. M. (2022). Effect of active and passive protective soft skins on collision forces in human–robot collaboration. *Robotics and Computer-Integrated Manufacturing*, 78, 102363.","https://doi.org/10.1016/j.rcim.2022.102363 — **I fetched and text-extracted the author-accepted PDF** at https://arxiv.org/pdf/2203.09872 (the DOI line is printed on every page of that PDF, which is how I confirmed the venue)","partial — publisher version paywalled, accepted manuscript free on arXiv, **dataset publicly released**.","The single most directly transferable paper here. It quantifies *how much a soft cover actually buys you* in measured collision force, separating the passive cushioning effect from the active sensing/stopping effect. This is the experiment your project is a variant of.","**2250 collision measurements**, three robots (UR10e, KUKA LBR iiwa 7R800, KUKA Cybertech) with and without AIRSKIN. **Transient collisions: passive skin lowered peak impact force by ~40 %.** Measuring device **CBSF-75-Basic**, spring constant **75 000 N/m (75 N/mm)**, range **500 N**, certified error **≤3 N**, collection frequency **1000 Hz**. Robot-side logging 800 Hz (UR) / 1000 Hz (KUKA). AIRSKIN pad approximated as **k_s = 3000 N/m with compressible thickness d_s = 16 mm**. Skin raised the ISO/TS-15066-permissible velocity from **0.26 → 0.35 m/s** (UR10e) and **0.32 → 0.43 m/s** (iiwa) against the 280 N transient limit; against the 140 N post-0.5 s clamping limit, **0.13 → 0.26 m/s** and **0.16 → 0.32 m/s**. Extra skin mass 1.8 kg. They propose an extension of the TS 15066 force–velocity formula that adds k_s and d_s.","This is your headline comparison and your model. Measure your torso/arm bare vs covered, at matched velocities, and report the percentage reduction — that is a defensible, publishable claim. Their extended formula (adding cover stiffness and compressible thickness in series with the body-part spring) is the analytical model you should fit your own data to. Critically, it also shows the **quasi-static/clamping case is where soft covers stop helping** — which is exactly the failure mode of a torso a person leans on.","**B** (large, well-instrumented hardware study; no human subjects).","Rigid industrial arms with a soft *cover*, not a soft *structure* — an arm whose links deform is a different mechanical system, and their two-body spring model may not hold. AIRSKIN is a commercial product (~thousands of EUR). Their 40 % figure is for that specific pad on those specific robots. ---"
C2,"Haddadin-crashtest — Haddadin, Albu-Schäffer & Hirzinger, 2007","Haddadin, S., Albu-Schäffer, A., & Hirzinger, G. (2007). Safety evaluation of physical human-robot interaction via crash-testing. In *Robotics: Science and Systems III*, Atlanta, GA, pp. 217–224.",https://www.roboticsproceedings.org/rss03/p28.pdf — **fetched and text-extracted this PDF directly**,yes (RSS proceedings are free).,"The founding paper of automotive-to-robotics crash-test transfer, and the paper that killed the naive ""robots are lethal at 1 m/s"" simulation consensus. DLR LWR-III driven into a Hybrid III dummy at a certified ADAC crash-test facility, scored against EuroNCAP.","TCP velocities **0.2, 0.5, 0.7, 1.0, 1.5, 2.0, 2.5, 3.0 m/s**. **Hybrid III dummy instrumented at 20 kHz sampling**, signals filtered per CAC (Crash Analysis Criteria v1.6.1). Criteria and limits applied: **HIC₃₆ ≤ 650** (5 % probability of AIS ≥ 3); **3 ms criterion ≤ 72 g**; chest **compression criterion ≤ 22 mm**; **viscous criterion ≤ 0.5 m/s**; neck limits **1.9/3.1 kN shear, 2.7/3.3 kN tension, 42/57 Nm extension** at 0 ms. Results: **HIC₃₆ < 25 at 2 m/s** (essentially no head-injury risk); 3 ms criterion reached **<20 % of the 72 g limit at 2 m/s**. Free-space head impact is a **6–10 ms** event; measured peak at the aluminium impactor at 2 m/s was **2 kN and 35 g**. Simulated robot masses **1, 4, 10, 50, 100, 500 kg** — **HIC saturates with increasing robot mass**, velocity dominates. Also shows that even instantaneous collision detection cannot reduce a stiff-contact peak, because the peak arrives before any actuator can respond. Prior ISO-10218 heuristics (0.25 m/s, 80 W, 150 N) are shown to be un-derived from biomechanics.","(1) Gives you the *criteria list* — HIC, 3 ms, chest compression, viscous, neck loads — and the numeric limits your campaign is measured against, all from a free PDF. (2) Gives you the key physical argument for your design review: **for blunt unconstrained impact, velocity and contact stiffness dominate; mass saturates.** So the defensible safety claim for a compliant torso is about *stiffness and speed*, not ""it's light."" (3) The detection-is-too-late result tells you not to claim sensing as your primary impact mitigation — the compliance is the mitigation.","**A** (certified standardized test facility, standardized dummy and protocol).","ADAC crash-test facility time is far outside a senior-design budget. Rigid-link robot. Explicitly excludes sharp edges, clamping against rigid obstacles (which they flag as the genuinely dangerous case), and the head-only free-space geometry. 2007 — predates ISO/TS 15066 entirely. ---"
C2,"Behrens-limits — Behrens, Pliske, Umbreit, Piatek, Walcher & Elkmann, 2022","Behrens, R., Pliske, G., Umbreit, M., Piatek, S., Walcher, F., & Elkmann, N. (2022). A statistical model to determine biomechanical limits for physically safe interactions with collaborative robots. *Frontiers in Robotics and AI*, 8, 667818.",https://doi.org/10.3389/frobt.2021.667818 — **fetched** https://pmc.ncbi.nlm.nih.gov/articles/PMC8850785/,yes (CC-BY).,"The largest pain-onset study behind modern cobot limits, and — for C2 purposes — a fully-described *test rig* for both the quasi-static and impact cases.","**112 human subjects**, five groups, **28 body locations**, **~29 000 observations**, four scenarios (pinch/impact × blunt/semi-sharp). **Algometer:** KISTLER 9311B single-axis load cell, **±500 N**, **2.11 % max error**, loading rate **1 mm/s**. **Pendulum:** four-bar linkage, adjustable mass **1.9–20 kg**, **max impact velocity 1.25 m/s**, KISTLER 9327C three-axis load cell **±1 kN**. Example 75th-percentile limits: sternum **80 N pinch / 110 N impact** (blunt); shoulder joint **60 N pinch / 100 N impact** (semi-sharp); kneecap **160 N / 270 N**; forefinger pad **150 N / 390 N**. Pressure thresholds span **23 N/cm² (masticatory muscle) to 170 N/cm² (back of hand)**. Log-logistic CDF with Weibull regression, gender as covariate, 95 % CIs throughout.","This is the **benchmark your numbers get compared to**, and it is the *only* source here that gives you a defensible target for a chest/sternum contact — which is precisely the contact a freestanding torso makes. Note **sternum blunt impact ≈ 110 N** is far below the generic 280 N transient limit people quote; if your torso can push on a chest, 110 N is your number, not 280 N. Their two-rig split (slow algometer for quasi-static, pendulum for impact) is the right architecture for your campaign and is cheaply imitable in concept.","**A** (human subjects, standardized apparatus, large n, statistical model with CIs).","Subject population is a working-age industrial cohort. **Your users are elderly and rehab patients — thinner skin, osteopenic ribs, anticoagulants, reduced pain reporting.** These pain-onset limits are *not* injury limits and are *not* validated for your population; you must say so and add margin rather than quietly reusing the table. Building a calibrated four-bar pendulum with a ±1 kN triaxial Kistler is not a senior-design purchase. ---"
C2,"Svarny-CFM — Svarny, Rozlivek, Rustler & Hoffmann, 2021","Svarny, P., Rozlivek, J., Rustler, L., & Hoffmann, M. (2021). 3D collision-force-map for safe human-robot collaboration. In *2021 IEEE International Conference on Robotics and Automation (ICRA)*, pp. 3829–3835.",https://doi.org/10.1109/ICRA48506.2021.9561845 — **fetched arXiv PDF** https://arxiv.org/pdf/2009.01036 and **confirmed venue/pages via the Crossref API**,partial (arXiv preprint free; IEEE version paywalled).,"Impact force at a fixed commanded velocity varies by **more than 100 %** across the workspace, because effective mass and structural stiffness change with configuration. The ISO/TS 15066 closed-form force–velocity relation therefore under- or over-predicts depending on where you are.","Two robots (UR10e, KUKA LBR iiwa 7R800), **>400 impacts per robot**, **CBSF-75-Basic** device (**75 000 N/m**, **500 N** range, **≤3 N** error, **1000 Hz**), damping material chosen per TS 15066 to mimic **back of the non-dominant hand**. Velocities **0.20, 0.25, 0.30, 0.35, 0.40 m/s** downward. Grid: UR distance 0.52–0.89 m in 0.09 m steps × 5 heights from 0.14 m in 0.08 m steps; KUKA 0.56–0.86 m in 0.075 m steps. **Training set only 27 states (81 measurements) per robot** suffices to fit the model. 117 extra measurements verified rotational symmetry about joint 1. Samples exceeding the 500 N device limit were discarded. Reference TS 15066 permissible velocities computed as 0.26 m/s (UR) / 0.32 m/s (iiwa) at 280 N, and 0.13 / 0.16 m/s at 140 N.","Directly sets your **sampling plan**. You cannot characterize a two-arm torso by hitting the device once — force depends on arm configuration and height. Their result that **27 well-chosen states is enough to fit a predictive map** is the single most budget-relevant methodological finding in this whole file: it turns an impossible full-factorial sweep into about a day of testing. Also: place your measurements at the height a seated or standing elderly user's chest/head actually occupies, not at a convenient bench height.","**B** (large hardware dataset, no human subjects).","Rigid arms, single contact geometry, single body-region surrogate (hand). Device saturates at 500 N. Their conclusion is about *configuration dependence*, which for a soft arm may be swamped by material nonlinearity and pressurization state — an untested extrapolation. ---"
C2,"Kirschner-effmass — Kirschner, Mansfeld, Gomez Peña, Abdolshah & Haddadin, 2021","Kirschner, R. J., Mansfeld, N., Gomez Peña, G., Abdolshah, S., & Haddadin, S. (2021). Notion on the correct use of the robot effective mass in the safety context and comments on ISO/TS 15066. In *2021 IEEE International Conference on Intelligence and Safety for Robotics (ISR)*, pp. 6–9.",https://doi.org/10.1109/ISR50024.2021.9419495 — **fetched the free PDF** at http://iliad-project.eu/wp-content/uploads/2021/06/Notion-on-the-correct-use.pdf and **confirmed DOI/pages via the Crossref API**,partial (free author PDF via the ILIAD project site; IEEE version paywalled).,"The only source here that gives a **practical experimental method to measure reflected/effective mass**: swing a passive physical pendulum of known effective mass into the robot, measure the pendulum's post-impact velocity, and invert conservation of momentum. It also shows the ISO/TS 15066 simplified effective-mass formula is badly wrong.","Pendulum: length to contact **l = 636 mm**, computed **effective mass at the contact point m_p,eff = 3.663 kg**. Franka Emika Panda, configuration 1: **measured m_r,exp = 3.018 ± 0.184 kg**, Khatib reflected-mass model **2.800 ± 0.005 kg**, **ISO/TS 15066 simplified value 5.222 kg** — errors of **7.8 %** (model vs experiment) and **73.0 %** (ISO/TS vs experiment). Configuration 2: **m_r,exp = 2.765 ± 0.062 kg** vs model **2.797 ± 0.003 kg**, **1.1 %** error. ISO/TS simplified masses: **6.3 kg** for KUKA LWR IV+, **5.545 kg** for Panda.","This is your **reflected-inertia measurement method**, and it is genuinely cheap — a rigid pendulum, a known geometry, and velocity from video or an encoder. For a compliant arm you cannot compute effective mass from a rigid-body model, so measuring it is the only honest route. Report effective mass at several arm poses; it is the number that, with velocity, sets your predicted impact force.","**B/C** — hardware experiment, but explicitly ""preliminary,"" tiny number of configurations, 4-page conference paper.","Rigid serial arms with joint-torque sensing. **For a soft arm the impact is not an instantaneous rigid-body momentum exchange** — the structure deforms over the contact duration, so the single-parameter ""effective mass"" abstraction may not be meaningful at all. Treat this as a method to try and possibly report as inapplicable, which would itself be a finding. ---"
C2,"Alhaddad-headrig — Alhaddad, Cabibihan, Hayek & Bonarini, 2019","Alhaddad, A. Y., Cabibihan, J.-J., Hayek, A., & Bonarini, A. (2019). Safety experiments for small robots investigating the potential of soft materials in mitigating the harm to the head due to impacts. *SN Applied Sciences*, 1(5), 476.",https://doi.org/10.1007/s42452-019-0467-7 — **fetched the full-text PDF** at https://arxiv.org/pdf/1904.09621 and **confirmed journal/volume/article via the Crossref API**,yes (SN Applied Sciences is OA; preprint also on arXiv).,"A complete, **genuinely low-cost, university-buildable head-impact rig**, plus a soft-material study whose main honest result is negative.","**3D-printed dummy head suspended on nylon-coated wire ropes** in a frame, with an embedded accelerometer read through a DAQ card. Pendulum impactor: 3D-printed cylinder, **10 cm diameter × 10 cm**, clay-filled to **0.4 kg**, faced with **5 × 8 cm** elastomer samples. Materials Ecoflex 00-30 and Dragon Skin FX-Pro (Smooth-On); **storage moduli 0.2, 0.3, 1.7 MPa** measured at 1 Hz by DMA (RSA-G2, frequency sweep 0.1–100 Hz). Thicknesses **1, 3, 5 mm**. Impact velocity bands **1.0–1.2, 1.6–2.0, 2.6–3.0 m/s** set by drop height. **Taguchi L9 orthogonal array, 27 main runs + 24 confirmation runs per noise level.** Velocity measured from **240 fps slow-motion video (Sony FDR-X1000V) analyzed in Tracker**; acquisition in LabVIEW, post-processing in MATLAB. **ANOVA found neither thickness nor storage modulus statistically significant (p < 0.05) in attenuating peak head acceleration**; only S/N-ratio optimization suggested 3–5 mm as better, confirmed in follow-up runs. Injury context cited: concussion reported from **31.8 g**; concussive impacts averaging **105 ± 27 g** vs subconcussive **26 ± 20 g**.","**Copy this rig.** Suspended instrumented head/limb surrogate + gravity pendulum impactor + action-camera-plus-Tracker for velocity is the exact architecture a senior design team can build for low hundreds of dollars, and it appears in a peer-reviewed OA journal so you can cite it as precedent rather than defending an improvised setup. Also copy the **Taguchi/orthogonal-array design** — it is how you cover material × thickness × velocity in 27 runs instead of hundreds. And take the warning seriously: with a small n and a noisy rig, **plausible material effects came out statistically insignificant.** Design your power before you build.","**B** (hardware, instrumented, statistically analyzed; surrogate not biofidelically validated against a standard).","Accelerometer model, range, and **sampling rate are not reported** — a real gap, since a 6–10 ms impact needs several kHz to capture a peak. Dummy head is not a Hybrid III and its biofidelity is asserted by reference to the authors' own earlier work, not independently validated. 0.4 kg impactor at ≤3 m/s is far below a torso-arm impact. Reports acceleration only, not HIC. ---"
C2,"Monteleone-balance — Monteleone, Negrello, Grioli, Catalano, Bicchi & Garabini, 2023","Monteleone, S., Negrello, F., Grioli, G., Catalano, M. G., Bicchi, A., & Garabini, M. (2023). A method to benchmark the balance resilience of robots. *Frontiers in Robotics and AI*, 9, 817870.",https://doi.org/10.3389/frobt.2022.817870 — **fetched** https://pmc.ncbi.nlm.nih.gov/articles/PMC9895781/,"yes (CC-BY), and **the testbed design is released open source**.","A complete benchmarking framework — 7 performance indicators, 5 protocols, and an actuated testbed — for how well a free-standing robot resists external pushes and impacts without falling.","Testbed: max impulsive force **1200 N**; max quasi-static/sinusoidal force **700 N** (350 N at long pendulum setting); max torque **250–350 Nm**; pendulum length adjustable **0.5–1.5 m**; added masses **0–15 kg**; oscillation up to **3–7 Hz**. Sensor resolution: torque **0.4–1 N**, force **0.8 N**, angular encoder **0.09°**. Five protocols: free-fall pendulum impulse (parameterized by energy E and impulse I), sinusoidal displacement, sinusoidal force, quasi-static displacement ramp at **1.5 cm/s**, quasi-static force ramp at **1 N/s**. Validation on the Alter-Ego robot: **>1100 experiments** — 410 runs / 41 conditions (P1), 260 / 26 (P2), 430 / 43 (P3), 10 each (P4, P5). Repeatability: mean SD **≈0.37 N·s** (impulse) and **≈0.2 mm** (displacement). **~4 days** of testing for the frontal experiments on one robot. Modular aluminium structure, commercial sensors, ROS-compatible industrial PC.","This is the missing half of your campaign that the cobot literature does not cover. **Your torso is freestanding and a person will lean on it** — the dominant hazard is not ""the arm hits someone,"" it is ""the torso topples onto someone"" or ""it collapses when someone puts weight on it."" This paper gives you the exact protocol pair you need: a **quasi-static force ramp (1 N/s)** to find the lean load at which your base loses stability, and a **free-fall pendulum impulse** to find the impulse it survives. The quasi-static ramp is cheap: a winch, a load cell, and a slow pull.","**B** (hardware benchmark, validated on a real robot, open-source, no human subjects).","The full actuated testbed (1200 N, 250–350 Nm) is a serious machine — well beyond a senior-design build. The **degraded version is what you can afford**: a hand-winched quasi-static pull with a load cell and a string-pot, and a simple gravity pendulum. Developed for balancing bipeds/wheeled-inverted-pendulum robots, so the PIs assume an active balance controller; a passively-stable torso on a wide base needs its indicators reinterpreted. *(Reinterpretation is my inference, not theirs.)* ---"
C2,"Hartmann-review — Hartmann, Hamříková, Vysocký, Laciok & Bernatík, 2026","Hartmann, D., Hamříková, K., Vysocký, A., Laciok, V., & Bernatík, A. (2026). Design, validation, and metrological limits of biofidelic instrumentation in PFL collaborative robotics: A systematic review of longitudinal trends and future paradigms. *Sensors*, 26(13), 3984.",https://doi.org/10.3390/s26133984 — **fetched** https://pmc.ncbi.nlm.nih.gov/articles/PMC13363760/ (mdpi.com 403s),"yes (CC-BY, PMC).",The current systematic map of PFMD instrumentation and — most usefully — a consolidated statement of **how wrong these instruments are**.,"**68 publications** from **1099 screened**, covering **2011–2026**; 39 conference papers, 29 journal articles; evidence stratified as 21 high / 42 moderate / 5 low confidence. Publication peak in **2021**, a five-year lag after ISO/TS 15066 (2016). Sampling: **minimum 1000 Hz** required; contemporary systems at **10 kHz and 20 kHz**; transient spectral power concentrated **2–68 Hz**. Uncertainty: strain gauges **±15 N standard uncertainty**; pressure foils **up to ±10 %**, distorted by structural bulging; **force underestimation of 10–25 % during rapid transients**; sensor saturation/clipping documented at high-speed impact. Materials: damping ratio **ξ ≈ 0.07**; tempered steel springs (C67S) with **effective stiffness capped at 60 N/mm**; strain-rate-dependent silicone/urethane gels act as signal modulators. Names ISO/PAS 5672:2023 and ISO 10218-2:2025 as the governing documents.","Your **error budget**, handed to you with citations. If certified instruments underestimate transient force by 10–25 % and pressure film carries ±10 %, then any pass/fail margin narrower than ~30 % is noise. Also settles your DAQ spec: **1 kHz is the floor, and you want ≥10 kHz** given a 6–10 ms impact (Haddadin). The 2–68 Hz spectral content result is what justifies the 100 Hz Butterworth filter everyone uses.","**D** (systematic review — high quality, but secondary; graded D per this project's rubric, which is about study type, not merit).","Reports no costs. Aggregates numbers from heterogeneous rigs, so the uncertainty figures are indicative rather than a specification. Entirely industrial-cobot framed; soft robots appear only at the margins. ---"
C2,"DAntona-VSITD — D'Antona, Farsoni, Rizzi & Bonfè, 2025","D'Antona, A., Farsoni, S., Rizzi, J., & Bonfè, M. (2025). A variable stiffness system for impact analysis in collaborative robotics applications with FPGA-based force and pressure data acquisition. *Sensors*, 25(13), 3913.",https://doi.org/10.3390/s25133913 — **fetched** https://pmc.ncbi.nlm.nih.gov/articles/PMC12251810/,"yes (CC-BY, PMC).","A research-built alternative to a commercial PFMD: one adjustable-stiffness mechanism that can be dialled to several body regions, with a high-rate pressure-mapping array — i.e. the design you would copy if you build rather than buy.","Variable Stiffness Impact Testing Device (VSITD). Stiffness **10–60 N/mm** usable (theoretical max **80 N/mm** at 80° spring rotation); validated settings 10, 25, 30, 35, 40, 50, 55, 60, 75 N/mm; **saturation above ~60 N/mm**, so stiffer regions (back, thigh, shoulder) are out of reach. Pressure: **32 × 32 FSR matrix over 10 × 10 cm²** (XactFSR polymer on PET). DAQ: **Xilinx Artix-7 FPGA**, LTC2311-14 ADC (**±4.1 V differential**), **5 Msps nominal**, **~10–20 kHz effective per element**, **<1 ms** analog-to-digital latency, FT600 USB 3.0 up to 200 MB/s. Force reference: PCB Piezotronics piezoelectric load cells with a 482C conditioner, cross-checked against an **ATI Nano17** F/T sensor. Calibration fit **F = 0.4197v² + 0.4928v**, **RMSE 0.1549 N** (10 kΩ pull-down). Characterized on a mechanical press at **25 mm/min**.","The concrete blueprint for a **build-it-yourself PFMD**: adjustable spring stack in series with a compliant pad, a load cell for total force, and an FSR matrix for pressure distribution. Its FSR array is the realistic pressure-mapping option at student prices (Tekscan/pressure-film scanners are not). The **60 N/mm ceiling is directly relevant to you** — soft-tissue regions like abdomen, upper arm, and chest sit in the low range this device covers well, and those are exactly the regions your torso contacts.","**B** (hardware prototype, characterized and cross-validated against a reference sensor; not certified, not human-validated).","FPGA DAQ and piezoelectric load cells with signal conditioners are not cheap and need real electronics skill. **Per-pixel FSR calibration is acknowledged as necessary and not done** — FSRs are notoriously drifty and hysteretic, so treat the pressure map as qualitative distribution, not calibrated N/cm². Cannot reach stiff body regions. ---"
C2,"Behrens-responsecurves — Behrens, Zimmermann, Wang, Herbster & Elkmann, 2024","Behrens, R., Zimmermann, J., Wang, Z., Herbster, S., & Elkmann, N. (2024). Development of biomechanical response curves for the calibration of biofidelic measuring devices used in robot collision testing. *Journal of Biomechanical Engineering*, 146(4), 041001.","https://doi.org/10.1115/1.4064448 — **the ASME page 403s automated fetch; I verified authors, journal, volume, issue, article number and date via the Crossref API** (https://api.crossref.org/works/10.1115/1.4064448)",no (ASME paywall).,"Defines the force-vs-deformation corridors that a biofidelic device must reproduce to be considered calibrated — i.e. the missing link between ""a spring and a foam pad"" and ""a valid human tissue surrogate.""",**none reported here.** I could not read the full text — the publisher blocks automated access — so I am reporting only the verified bibliographic record and the topic. **Do not cite any numbers from this paper until someone reads it through NYU's ASME subscription.**,"This is the reference you need if a reviewer asks ""how do you know your foam-and-spring mock-up behaves like a chest?"" Same group as Zimmermann 2022 and the IFA/Fraunhofer standards work, so it is the authoritative answer. Worth one library request.","**B (unread)** — graded on the verified provenance and author group, not on content I have seen. Flagging this explicitly rather than pretending otherwise.","Paywalled; content unverified by me; industrial body regions, working-age biomechanics. ---"
C2,GTE-CoboSafe — GTE Industrieelektronik GmbH (industry),"GTE Industrieelektronik GmbH. *CoboSafe CBSF force-pressure measurement system* (product documentation). Viersen, Germany.",https://www.gte.de/en/products/kraftdruckmessung/cobosafe-cbsf — **fetched the manufacturer product pages**,yes (public product pages; no specs sheet behind a form for the basic data).,"The de facto commercial PFMD family used across the cobot literature (the CBSF-75-Basic in both Svarny papers is this product line), and the only place you get published transducer specs.","**CBSF series = nine individual force gauges with spring constants spanning 10 N/mm to 150 N/mm**, combined with a damping element to reproduce ISO/TS 15066 and DGUV FB HM-080 biomechanical limits per body region. Integrated evaluation electronics with **≥100 stored individual measurements**. Pressure measured either by **pressure-measurement film read with the CoboSafe-Scan scanner** (distribution and peak pressure only) or by **electronic film sensors (CoboSafe-Tek)** when a pressure–time curve is needed. CoboSafe-Vision software computes and visualizes force curves and pressure images, **exports CSV**, transfers by wireless or USB. (Specific to the CBSF-75-Basic, from Svarny et al.: **500 N range, ≤3 N certified error, 1000 Hz**.)","Sets the buy-vs-build decision. The **10–150 N/mm spring range is the design spec to match** if you build your own: pick the spring rate for the body region you claim to be testing (soft abdomen/chest at the low end), and say which one you picked and why. The CSV export and per-body-region gauge concept is the data model to imitate. Also worth noting: **pressure film (single-use, scanner-read) is the cheap path to pressure distribution**; electronic film is the expensive path to pressure-vs-time.","**I** (industry/manufacturer documentation, not peer-reviewed; specs are vendor claims).","A full CoboSafe kit is a **four-to-five-figure EUR purchase** — realistically out of reach unless NYU's robotics or safety lab already owns one, **which is worth checking before you build anything**. Vendor-stated accuracy is not independently verified (and Zimmermann 2022 found up to 10 % disagreement between such devices). ---"
C2,IFA-testapparatus — IFA / DGUV (industry / regulator),"Institut für Arbeitsschutz der Deutschen Gesetzlichen Unfallversicherung (IFA). *COBOTS: Collaborative robots — Test apparatus* (KDMG-KOLROBOT), technical information. Sankt Augustin, Germany.",https://www.dguv.de/ifa/fachinfos/kollaborierende-roboter/prueftechnik/index-2.jsp — **fetched this page**,yes.,"The regulator-side description of the reference test apparatus, and the clearest statement of the **two-stage compression principle** that defines a biofidelic device.","Describes **a two-stage compression arrangement simulating the deformability of the relevant body region**, using **deformable plastic plates plus springs for each individual body region**; an **integral force sensor** for total collision force and **a range of sensor systems in the collision plane** for pressure distribution; fully PC-controlled with dedicated software. Sold under licence by **GTE Industrieelektronik GmbH, Viersen**. Points to **ISO/PAS 5672:2023** as the governing test-method standard. **No spring constants, sampling rates, force ranges, or sensor part numbers are given on this page.**","Confirms the surrogate architecture you should build — **rigid impact plate → calibrated spring (region-specific rate) → deformable pad (shore-specified) → force sensor behind it, pressure sensing at the contact face**. That is a machinable, purchasable stack. Also confirms that IFA (regulator) and GTE (vendor) are the same lineage as the papers above, so your rig, the standard, and the literature all describe one family of device.","**I** (regulator technical information, not peer-reviewed; largely descriptive).","No numbers. German occupational-safety framing (workers, not patients). Licensing route means the real device is a commercial purchase. ---"
